year,value,anomaly,month,state,type
1895,-.03,0.18,01,MA,drought
1896,-.81,-0.60,01,MA,drought
1897,-.77,-0.56,01,MA,drought
1898,2.64,2.85,01,MA,drought
1899,2.95,3.16,01,MA,drought
1900,.24,0.45,01,MA,drought
1901,-1.77,-1.56,01,MA,drought
1902,1.59,1.80,01,MA,drought
1903,1.43,1.64,01,MA,drought
1904,-.49,-0.28,01,MA,drought
1905,-.75,-0.54,01,MA,drought
1906,-.9,-0.69,01,MA,drought
1907,-.73,-0.52,01,MA,drought
1908,2.08,2.29,01,MA,drought
1909,.15,0.36,01,MA,drought
1910,.67,0.88,01,MA,drought
1911,-3.12,-2.91,01,MA,drought
1912,.75,0.96,01,MA,drought
1913,-1.88,-1.67,01,MA,drought
1914,-.87,-0.66,01,MA,drought
1915,-1.68,-1.47,01,MA,drought
1916,.64,0.85,01,MA,drought
1917,-1.33,-1.12,01,MA,drought
1918,-1.21,-1.00,01,MA,drought
1919,-1.01,-0.80,01,MA,drought
1920,-.83,-0.62,01,MA,drought
1921,-.47,-0.26,01,MA,drought
1922,-1.07,-0.86,01,MA,drought
1923,1.03,1.24,01,MA,drought
1924,.6,0.81,01,MA,drought
1925,-1.83,-1.62,01,MA,drought
1926,.06,0.27,01,MA,drought
1927,-.49,-0.28,01,MA,drought
1928,2.65,2.86,01,MA,drought
1929,.03,0.24,01,MA,drought
1930,-2.62,-2.41,01,MA,drought
1931,-3.23,-3.02,01,MA,drought
1932,-1.33,-1.12,01,MA,drought
1933,.64,0.85,01,MA,drought
1934,-.65,-0.44,01,MA,drought
1935,.73,0.94,01,MA,drought
1936,1.05,1.26,01,MA,drought
1937,1.6,1.81,01,MA,drought
1938,1.72,1.93,01,MA,drought
1939,-.83,-0.62,01,MA,drought
1940,-2.82,-2.61,01,MA,drought
1941,-1.21,-1.00,01,MA,drought
1942,-3.09,-2.88,01,MA,drought
1943,-.19,0.02,01,MA,drought
1944,-2.06,-1.85,01,MA,drought
1945,.45,0.66,01,MA,drought
1946,-.15,0.06,01,MA,drought
1947,-1.7,-1.49,01,MA,drought
1948,-.98,-0.77,01,MA,drought
1949,-.73,-0.52,01,MA,drought
1950,-3.44,-3.23,01,MA,drought
1951,.22,0.43,01,MA,drought
1952,1.68,1.89,01,MA,drought
1953,.95,1.16,01,MA,drought
1954,-.3,-0.09,01,MA,drought
1955,-1.04,-0.83,01,MA,drought
1956,3.33,3.54,01,MA,drought
1957,-1.04,-0.83,01,MA,drought
1958,1.93,2.14,01,MA,drought
1959,-.97,-0.76,01,MA,drought
1960,1.2,1.41,01,MA,drought
1961,-.83,-0.62,01,MA,drought
1962,-.69,-0.48,01,MA,drought
1963,-.22,-0.01,01,MA,drought
1964,-1.53,-1.32,01,MA,drought
1965,-4.17,-3.96,01,MA,drought
1966,-4.8,-4.59,01,MA,drought
1967,-3.3,-3.09,01,MA,drought
1968,-.39,-0.18,01,MA,drought
1969,.36,0.57,01,MA,drought
1970,-.98,-0.77,01,MA,drought
1971,-1.48,-1.27,01,MA,drought
1972,-1.96,-1.75,01,MA,drought
1973,3.99,4.20,01,MA,drought
1974,2.85,3.06,01,MA,drought
1975,1.52,1.73,01,MA,drought
1976,3.72,3.93,01,MA,drought
1977,-.98,-0.77,01,MA,drought
1978,4.22,4.43,01,MA,drought
1979,2.75,2.96,01,MA,drought
1980,-1.53,-1.32,01,MA,drought
1981,-3.54,-3.33,01,MA,drought
1982,1.12,1.33,01,MA,drought
1983,.38,0.59,01,MA,drought
1984,1.56,1.77,01,MA,drought
1985,-2.65,-2.44,01,MA,drought
1986,-.21,0.00,01,MA,drought
1987,2.86,3.07,01,MA,drought
1988,-.91,-0.70,01,MA,drought
1989,-1.67,-1.46,01,MA,drought
1990,2.46,2.67,01,MA,drought
1991,-.35,-0.14,01,MA,drought
1992,-.5,-0.29,01,MA,drought
1993,1.48,1.69,01,MA,drought
1994,1.33,1.54,01,MA,drought
1995,-.36,-0.15,01,MA,drought
1996,2.3,2.51,01,MA,drought
1997,-.1,0.11,01,MA,drought
1998,1.03,1.24,01,MA,drought
1999,1,1.21,01,MA,drought
