year,value,anomaly,month,state,type
1895,1.43,1.38,01,SC,drought
1896,-2.09,-2.14,01,SC,drought
1897,-1.96,-2.01,01,SC,drought
1898,-2.04,-2.09,01,SC,drought
1899,2.45,2.40,01,SC,drought
1900,-2.04,-2.09,01,SC,drought
1901,.57,0.52,01,SC,drought
1902,1.9,1.85,01,SC,drought
1903,.98,0.93,01,SC,drought
1904,-.83,-0.88,01,SC,drought
1905,-1.73,-1.78,01,SC,drought
1906,1.58,1.53,01,SC,drought
1907,-1.52,-1.57,01,SC,drought
1908,2.53,2.48,01,SC,drought
1909,1.3,1.25,01,SC,drought
1910,-.83,-0.88,01,SC,drought
1911,-1.08,-1.13,01,SC,drought
1912,1.63,1.58,01,SC,drought
1913,1.23,1.18,01,SC,drought
1914,.34,0.29,01,SC,drought
1915,1.81,1.76,01,SC,drought
1916,-.78,-0.83,01,SC,drought
1917,-1.9,-1.95,01,SC,drought
1918,-.72,-0.77,01,SC,drought
1919,.79,0.74,01,SC,drought
1920,-2.4,-2.45,01,SC,drought
1921,-.06,-0.11,01,SC,drought
1922,-1.87,-1.92,01,SC,drought
1923,1.65,1.60,01,SC,drought
1924,-.7,-0.75,01,SC,drought
1925,4.53,4.48,01,SC,drought
1926,-2.73,-2.78,01,SC,drought
1927,-4.14,-4.19,01,SC,drought
1928,-2.96,-3.01,01,SC,drought
1929,3.18,3.13,01,SC,drought
1930,4.55,4.50,01,SC,drought
1931,-1.63,-1.68,01,SC,drought
1932,-3.58,-3.63,01,SC,drought
1933,-.46,-0.51,01,SC,drought
1934,-4.64,-4.69,01,SC,drought
1935,-2.44,-2.49,01,SC,drought
1936,1.78,1.73,01,SC,drought
1937,1.38,1.33,01,SC,drought
1938,-.86,-0.91,01,SC,drought
1939,-1.58,-1.63,01,SC,drought
1940,-2.06,-2.11,01,SC,drought
1941,-1.87,-1.92,01,SC,drought
1942,.43,0.38,01,SC,drought
1943,-.65,-0.70,01,SC,drought
1944,0,-0.05,01,SC,drought
1945,-2.92,-2.97,01,SC,drought
1946,.04,-0.01,01,SC,drought
1947,-.4,-0.45,01,SC,drought
1948,3.31,3.26,01,SC,drought
1949,2.82,2.77,01,SC,drought
1950,-1.28,-1.33,01,SC,drought
1951,-1.33,-1.38,01,SC,drought
1952,-2.83,-2.88,01,SC,drought
1953,-1.52,-1.57,01,SC,drought
1954,-1.25,-1.30,01,SC,drought
1955,-4.17,-4.22,01,SC,drought
1956,-3.1,-3.15,01,SC,drought
1957,-3.14,-3.19,01,SC,drought
1958,1.89,1.84,01,SC,drought
1959,-1.78,-1.83,01,SC,drought
1960,3.93,3.88,01,SC,drought
1961,-1.27,-1.32,01,SC,drought
1962,.76,0.71,01,SC,drought
1963,.73,0.68,01,SC,drought
1964,1.73,1.68,01,SC,drought
1965,3.9,3.85,01,SC,drought
1966,2.11,2.06,01,SC,drought
1967,-.51,-0.56,01,SC,drought
1968,1.95,1.90,01,SC,drought
1969,.81,0.76,01,SC,drought
1970,1.57,1.52,01,SC,drought
1971,.31,0.26,01,SC,drought
1972,3.2,3.15,01,SC,drought
1973,2.25,2.20,01,SC,drought
1974,-.8,-0.85,01,SC,drought
1975,1.67,1.62,01,SC,drought
1976,.01,-0.04,01,SC,drought
1977,.03,-0.02,01,SC,drought
1978,1.44,1.39,01,SC,drought
1979,.48,0.43,01,SC,drought
1980,2.46,2.41,01,SC,drought
1981,-2.96,-3.01,01,SC,drought
1982,1.43,1.38,01,SC,drought
1983,1.23,1.18,01,SC,drought
1984,1.63,1.58,01,SC,drought
1985,-2.61,-2.66,01,SC,drought
1986,-.88,-0.93,01,SC,drought
1987,2.13,2.08,01,SC,drought
1988,-1.08,-1.13,01,SC,drought
1989,-2.2,-2.25,01,SC,drought
1990,-.13,-0.18,01,SC,drought
1991,2.59,2.54,01,SC,drought
1992,-1.4,-1.45,01,SC,drought
1993,3.99,3.94,01,SC,drought
1994,-1.93,-1.98,01,SC,drought
1995,3.94,3.89,01,SC,drought
1996,-.07,-0.12,01,SC,drought
1997,.7,0.65,01,SC,drought
1998,3.9,3.85,01,SC,drought
1999,-2.28,-2.33,01,SC,drought
2000,-.62,-0.67,01,SC,drought
2001,-2.34,-2.39,01,SC,drought
2002,-4.93,-4.98,01,SC,drought
2003,.81,0.76,01,SC,drought
2004,-1.18,-1.23,01,SC,drought
2005,-1.07,-1.12,01,SC,drought
2006,-.26,-0.31,01,SC,drought
2007,-.07,-0.12,01,SC,drought
2008,-4.02,-4.07,01,SC,drought
2009,-.65,-0.70,01,SC,drought
2010,2.99,2.94,01,SC,drought
2011,-3.87,-3.92,01,SC,drought
2012,-5.06,-5.11,01,SC,drought
2013,-1.14,-1.19,01,SC,drought
2014,.63,0.58,01,SC,drought
2015,.69,0.64,01,SC,drought
2016,3.98,3.93,01,SC,drought
1895,1.23,1.18,02,SC,drought
1896,-1.18,-1.23,02,SC,drought
1897,1.25,1.20,02,SC,drought
1898,-2.74,-2.79,02,SC,drought
1899,3.46,3.41,02,SC,drought
1900,.72,0.67,02,SC,drought
1901,.39,0.34,02,SC,drought
1902,2.5,2.45,02,SC,drought
1903,1.84,1.79,02,SC,drought
1904,-.63,-0.68,02,SC,drought
1905,-.92,-0.97,02,SC,drought
1906,-.29,-0.34,02,SC,drought
1907,-1.47,-1.52,02,SC,drought
1908,2.95,2.90,02,SC,drought
1909,1.27,1.22,02,SC,drought
1910,-.37,-0.42,02,SC,drought
1911,-1.82,-1.87,02,SC,drought
1912,2.3,2.25,02,SC,drought
1913,1.36,1.31,02,SC,drought
1914,.7,0.65,02,SC,drought
1915,-.23,-0.28,02,SC,drought
1916,-.69,-0.74,02,SC,drought
1917,.06,0.01,02,SC,drought
1918,-1.39,-1.44,02,SC,drought
1919,1.09,1.04,02,SC,drought
1920,.19,0.14,02,SC,drought
1921,.09,0.04,02,SC,drought
1922,.69,0.64,02,SC,drought
1923,1.38,1.33,02,SC,drought
1924,-.72,-0.77,02,SC,drought
1925,-.81,-0.86,02,SC,drought
1926,-2.38,-2.43,02,SC,drought
1927,-3.96,-4.01,02,SC,drought
1928,.66,0.61,02,SC,drought
1929,4.02,3.97,02,SC,drought
1930,-1.03,-1.08,02,SC,drought
1931,-2.17,-2.22,02,SC,drought
1932,-3.5,-3.55,02,SC,drought
1933,-.02,-0.07,02,SC,drought
1934,-4.55,-4.60,02,SC,drought
1935,-2.63,-2.68,02,SC,drought
