year,value,anomaly,month,state,type
1895,-.14,-0.02,01,LA,drought
1896,-1.26,-1.14,01,LA,drought
1897,-2.48,-2.36,01,LA,drought
1898,-1.73,-1.61,01,LA,drought
1899,.56,0.68,01,LA,drought
1900,-.16,-0.04,01,LA,drought
1901,-1.33,-1.21,01,LA,drought
1902,-2.82,-2.70,01,LA,drought
1903,.21,0.33,01,LA,drought
1904,-3.39,-3.27,01,LA,drought
1905,.24,0.36,01,LA,drought
1906,-.49,-0.37,01,LA,drought
1907,-2.46,-2.34,01,LA,drought
1908,-1.36,-1.24,01,LA,drought
1909,-2.19,-2.07,01,LA,drought
1910,-1.8,-1.68,01,LA,drought
1911,-1.97,-1.85,01,LA,drought
1912,2.27,2.39,01,LA,drought
1913,1.64,1.76,01,LA,drought
1914,-2.02,-1.90,01,LA,drought
1915,.55,0.67,01,LA,drought
1916,-1.01,-0.89,01,LA,drought
1917,-1.58,-1.46,01,LA,drought
1918,-4.3,-4.18,01,LA,drought
1919,1.62,1.74,01,LA,drought
1920,2.95,3.07,01,LA,drought
1921,-.68,-0.56,01,LA,drought
1922,.24,0.36,01,LA,drought
1923,-.9,-0.78,01,LA,drought
1924,3.57,3.69,01,LA,drought
1925,-3.96,-3.84,01,LA,drought
1926,1.48,1.60,01,LA,drought
1927,-.92,-0.80,01,LA,drought
1928,-1.89,-1.77,01,LA,drought
1929,.23,0.35,01,LA,drought
1930,1.8,1.92,01,LA,drought
1931,-.69,-0.57,01,LA,drought
1932,2.82,2.94,01,LA,drought
1933,.79,0.91,01,LA,drought
1934,-1.86,-1.74,01,LA,drought
1935,-.69,-0.57,01,LA,drought
1936,-1.01,-0.89,01,LA,drought
1937,-1.95,-1.83,01,LA,drought
1938,-.35,-0.23,01,LA,drought
1939,-1.22,-1.10,01,LA,drought
1940,-2.61,-2.49,01,LA,drought
1941,3.5,3.62,01,LA,drought
1942,1.52,1.64,01,LA,drought
1943,-1.41,-1.29,01,LA,drought
1944,1.37,1.49,01,LA,drought
1945,.84,0.96,01,LA,drought
1946,2.6,2.72,01,LA,drought
1947,3.39,3.51,01,LA,drought
1948,1.32,1.44,01,LA,drought
1949,1.15,1.27,01,LA,drought
1950,-.95,-0.83,01,LA,drought
1951,-.66,-0.54,01,LA,drought
1952,-3.23,-3.11,01,LA,drought
1953,-3.22,-3.10,01,LA,drought
1954,-1.11,-0.99,01,LA,drought
1955,-3.73,-3.61,01,LA,drought
1956,-1.63,-1.51,01,LA,drought
1957,-2.75,-2.63,01,LA,drought
1958,2.22,2.34,01,LA,drought
1959,-1.85,-1.73,01,LA,drought
1960,-.58,-0.46,01,LA,drought
1961,.57,0.69,01,LA,drought
1962,3.74,3.86,01,LA,drought
1963,-2.97,-2.85,01,LA,drought
1964,-3.12,-3.00,01,LA,drought
1965,-1.88,-1.76,01,LA,drought
1966,.91,1.03,01,LA,drought
1967,-1.49,-1.37,01,LA,drought
1968,.93,1.05,01,LA,drought
1969,-.95,-0.83,01,LA,drought
1970,-2.54,-2.42,01,LA,drought
1971,-1.75,-1.63,01,LA,drought
1972,2.1,2.22,01,LA,drought
1973,1.29,1.41,01,LA,drought
1974,4.6,4.72,01,LA,drought
1975,2.59,2.71,01,LA,drought
1976,-1.22,-1.10,01,LA,drought
1977,.73,0.85,01,LA,drought
1978,2.05,2.17,01,LA,drought
1979,1.34,1.46,01,LA,drought
1980,2.08,2.20,01,LA,drought
1981,-3.46,-3.34,01,LA,drought
1982,-2.93,-2.81,01,LA,drought
1983,2.79,2.91,01,LA,drought
1984,2.41,2.53,01,LA,drought
1985,-1.02,-0.90,01,LA,drought
1986,-1.5,-1.38,01,LA,drought
1987,1.74,1.86,01,LA,drought
1988,.18,0.30,01,LA,drought
1989,-.14,-0.02,01,LA,drought
1990,2.83,2.95,01,LA,drought
1991,1.61,1.73,01,LA,drought
1992,3.49,3.61,01,LA,drought
1993,3.33,3.45,01,LA,drought
1994,-.58,-0.46,01,LA,drought
1995,-.31,-0.19,01,LA,drought
1996,-.93,-0.81,01,LA,drought
1997,1.03,1.15,01,LA,drought
1998,2.92,3.04,01,LA,drought
1999,2.06,2.18,01,LA,drought
2000,-3.79,-3.67,01,LA,drought
2001,1.38,1.50,01,LA,drought
2002,-.34,-0.22,01,LA,drought
2003,-1.04,-0.92,01,LA,drought
2004,-.56,-0.44,01,LA,drought
2005,-.81,-0.69,01,LA,drought
2006,-3.32,-3.20,01,LA,drought
2007,2.24,2.36,01,LA,drought
2008,-.83,-0.71,01,LA,drought
2009,-1.01,-0.89,01,LA,drought
2010,-.38,-0.26,01,LA,drought
2011,-3.52,-3.40,01,LA,drought
2012,-3.97,-3.85,01,LA,drought
2013,2.39,2.51,01,LA,drought
2014,-1.25,-1.13,01,LA,drought
2015,-.34,-0.22,01,LA,drought
2016,1.34,1.46,01,LA,drought
1895,-.34,-0.11,02,LA,drought
1896,.67,0.90,02,LA,drought
1897,-2.51,-2.28,02,LA,drought
1898,-1.46,-1.23,02,LA,drought
1899,-.27,-0.04,02,LA,drought
1900,.69,0.92,02,LA,drought
1901,-1.02,-0.79,02,LA,drought
1902,-2.82,-2.59,02,LA,drought
1903,1.64,1.87,02,LA,drought
1904,-3.77,-3.54,02,LA,drought
1905,1.23,1.46,02,LA,drought
1906,-1.02,-0.79,02,LA,drought
1907,-2.54,-2.31,02,LA,drought
1908,-.8,-0.57,02,LA,drought
1909,-1.9,-1.67,02,LA,drought
1910,-1.51,-1.28,02,LA,drought
1911,-2.87,-2.64,02,LA,drought
1912,1.78,2.01,02,LA,drought
1913,1.49,1.72,02,LA,drought
1914,-1.7,-1.47,02,LA,drought
1915,.89,1.12,02,LA,drought
1916,-1.93,-1.70,02,LA,drought
1917,-1.55,-1.32,02,LA,drought
1918,-4.77,-4.54,02,LA,drought
1919,1.67,1.90,02,LA,drought
1920,2.12,2.35,02,LA,drought
1921,-1.46,-1.23,02,LA,drought
1922,.25,0.48,02,LA,drought
1923,.4,0.63,02,LA,drought
1924,.01,0.24,02,LA,drought
1925,-4.41,-4.18,02,LA,drought
1926,.57,0.80,02,LA,drought
1927,.1,0.33,02,LA,drought
1928,-1.87,-1.64,02,LA,drought
1929,.74,0.97,02,LA,drought
1930,-.48,-0.25,02,LA,drought
1931,-.95,-0.72,02,LA,drought
1932,-.16,0.07,02,LA,drought
1933,1.15,1.38,02,LA,drought
1934,-1.58,-1.35,02,LA,drought
1935,-.82,-0.59,02,LA,drought
1936,-1.09,-0.86,02,LA,drought
1937,-2.36,-2.13,02,LA,drought
1938,-.89,-0.66,02,LA,drought
1939,-.84,-0.61,02,LA,drought
1940,.57,0.80,02,LA,drought
1941,2.71,2.94,02,LA,drought
1942,1.42,1.65,02,LA,drought
1943,-2.05,-1.82,02,LA,drought
1944,1.07,1.30,02,LA,drought
1945,.94,1.17,02,LA,drought
1946,2.61,2.84,02,LA,drought
1947,2.37,2.60,02,LA,drought
1948,1.16,1.39,02,LA,drought
1949,.93,1.16,02,LA,drought
1950,.45,0.68,02,LA,drought
1951,-1.21,-0.98,02,LA,drought
1952,-2.49,-2.26,02,LA,drought
1953,.55,0.78,02,LA,drought
1954,-2.17,-1.94,02,LA,drought
1955,-2.75,-2.52,02,LA,drought
1956,-.82,-0.59,02,LA,drought
1957,-3,-2.77,02,LA,drought
1958,1.73,1.96,02,LA,drought
1959,.68,0.91,02,LA,drought
1960,-.41,-0.18,02,LA,drought
1961,1.3,1.53,02,LA,drought
1962,-1.09,-0.86,02,LA,drought
1963,-2.92,-2.69,02,LA,drought
1964,-3,-2.77,02,LA,drought
1965,-1.34,-1.11,02,LA,drought
1966,2.51,2.74,02,LA,drought
1967,-1.37,-1.14,02,LA,drought
1968,.48,0.71,02,LA,drought
1969,.13,0.36,02,LA,drought
1970,-2.72,-2.49,02,LA,drought
1971,-1.49,-1.26,02,LA,drought
1972,-.6,-0.37,02,LA,drought
1973,.9,1.13,02,LA,drought
1974,3.89,4.12,02,LA,drought
1975,2.09,2.32,02,LA,drought
1976,-1.78,-1.55,02,LA,drought
1977,.03,0.26,02,LA,drought
1978,-.43,-0.20,02,LA,drought
1979,2.39,2.62,02,LA,drought
1980,1.26,1.49,02,LA,drought
1981,-3.05,-2.82,02,LA,drought
1982,-2.37,-2.14,02,LA,drought
1983,3.54,3.77,02,LA,drought
1984,2.66,2.89,02,LA,drought
1985,-.33,-0.10,02,LA,drought
1986,-2.07,-1.84,02,LA,drought
1987,2.65,2.88,02,LA,drought
1988,.85,1.08,02,LA,drought
1989,-.69,-0.46,02,LA,drought
1990,2.98,3.21,02,LA,drought
1991,1.7,1.93,02,LA,drought
1992,3.61,3.84,02,LA,drought
1993,2.5,2.73,02,LA,drought
1994,-.8,-0.57,02,LA,drought
1995,-.86,-0.63,02,LA,drought
1996,-1.8,-1.57,02,LA,drought
1997,2.05,2.28,02,LA,drought
1998,3.01,3.24,02,LA,drought
1999,-1.17,-0.94,02,LA,drought
2000,-4.72,-4.49,02,LA,drought
2001,.76,0.99,02,LA,drought
2002,-.79,-0.56,02,LA,drought
2003,-.18,0.05,02,LA,drought
2004,1.26,1.49,02,LA,drought
2005,-.22,0.01,02,LA,drought
2006,-2.77,-2.54,02,LA,drought
2007,-.81,-0.58,02,LA,drought
2008,-.65,-0.42,02,LA,drought
2009,-1.77,-1.54,02,LA,drought
2010,0,0.23,02,LA,drought
2011,-3.96,-3.73,02,LA,drought
2012,-2.89,-2.66,02,LA,drought
2013,2.54,2.77,02,LA,drought
2014,.28,0.51,02,LA,drought
2015,-.73,-0.50,02,LA,drought
2016,.67,0.90,02,LA,drought
1895,-.26,-0.01,03,LA,drought
1896,-.04,0.21,03,LA,drought
1897,-2.4,-2.15,03,LA,drought
1898,-1.91,-1.66,03,LA,drought
1899,-.78,-0.53,03,LA,drought
1900,.79,1.04,03,LA,drought
1901,-1.31,-1.06,03,LA,drought
1902,-2.57,-2.32,03,LA,drought
1903,2.41,2.66,03,LA,drought
1904,-3.81,-3.56,03,LA,drought
1905,1.38,1.63,03,LA,drought
1906,-.31,-0.06,03,LA,drought
1907,-3.51,-3.26,03,LA,drought
1908,-1.57,-1.32,03,LA,drought
1909,-2.22,-1.97,03,LA,drought
1910,-2.71,-2.46,03,LA,drought
1911,-3.44,-3.19,03,LA,drought
1912,2.4,2.65,03,LA,drought
1913,1.29,1.54,03,LA,drought
1914,-.87,-0.62,03,LA,drought
1915,-.36,-0.11,03,LA,drought
1916,-2.87,-2.62,03,LA,drought
1917,-1.87,-1.62,03,LA,drought
1918,-5.43,-5.18,03,LA,drought
1919,1.42,1.67,03,LA,drought
1920,1.59,1.84,03,LA,drought
1921,-1.48,-1.23,03,LA,drought
1922,1.7,1.95,03,LA,drought
1923,.87,1.12,03,LA,drought
1924,-.23,0.02,03,LA,drought
1925,-4.85,-4.60,03,LA,drought
1926,2.36,2.61,03,LA,drought
1927,.73,0.98,03,LA,drought
1928,-1.97,-1.72,03,LA,drought
1929,.88,1.13,03,LA,drought
1930,-.77,-0.52,03,LA,drought
1931,-.88,-0.63,03,LA,drought
1932,-.51,-0.26,03,LA,drought
1933,1.2,1.45,03,LA,drought
1934,-.89,-0.64,03,LA,drought
1935,.18,0.43,03,LA,drought
1936,-1.98,-1.73,03,LA,drought
1937,-1.96,-1.71,03,LA,drought
1938,-1.43,-1.18,03,LA,drought
1939,-1.45,-1.20,03,LA,drought
1940,.02,0.27,03,LA,drought
1941,2.56,2.81,03,LA,drought
1942,1.49,1.74,03,LA,drought
1943,-1.1,-0.85,03,LA,drought
1944,1.22,1.47,03,LA,drought
1945,.78,1.03,03,LA,drought
1946,2.81,3.06,03,LA,drought
1947,3.14,3.39,03,LA,drought
1948,1.48,1.73,03,LA,drought
1949,1.83,2.08,03,LA,drought
1950,.6,0.85,03,LA,drought
1951,-.75,-0.50,03,LA,drought
1952,-2.61,-2.36,03,LA,drought
1953,.3,0.55,03,LA,drought
1954,-2.69,-2.44,03,LA,drought
1955,-3.56,-3.31,03,LA,drought
1956,-.9,-0.65,03,LA,drought
1957,.51,0.76,03,LA,drought
1958,1.79,2.04,03,LA,drought
1959,.2,0.45,03,LA,drought
1960,-.63,-0.38,03,LA,drought
1961,2.06,2.31,03,LA,drought
1962,-1.5,-1.25,03,LA,drought
1963,-3.71,-3.46,03,LA,drought
1964,-2.26,-2.01,03,LA,drought
1965,-.9,-0.65,03,LA,drought
1966,-.98,-0.73,03,LA,drought
1967,-2.25,-2.00,03,LA,drought
1968,.09,0.34,03,LA,drought
1969,.59,0.84,03,LA,drought
1970,-2.25,-2.00,03,LA,drought
1971,-1.63,-1.38,03,LA,drought
1972,-.37,-0.12,03,LA,drought
1973,2.17,2.42,03,LA,drought
1974,3.07,3.32,03,LA,drought
1975,2.12,2.37,03,LA,drought
1976,-1.23,-0.98,03,LA,drought
1977,.22,0.47,03,LA,drought
1978,-.99,-0.74,03,LA,drought
1979,2.04,2.29,03,LA,drought
1980,2.74,2.99,03,LA,drought
1981,-3.1,-2.85,03,LA,drought
1982,-2.8,-2.55,03,LA,drought
1983,3.3,3.55,03,LA,drought
1984,2.11,2.36,03,LA,drought
1985,-.55,-0.30,03,LA,drought
1986,-2.62,-2.37,03,LA,drought
1987,-.11,0.14,03,LA,drought
1988,1.67,1.92,03,LA,drought
1989,-.43,-0.18,03,LA,drought
1990,2.98,3.23,03,LA,drought
1991,1.24,1.49,03,LA,drought
1992,3.32,3.57,03,LA,drought
1993,2.65,2.90,03,LA,drought
1994,-.94,-0.69,03,LA,drought
1995,1.08,1.33,03,LA,drought
1996,-2.01,-1.76,03,LA,drought
1997,1.54,1.79,03,LA,drought
1998,2.78,3.03,03,LA,drought
1999,-.89,-0.64,03,LA,drought
2000,-4.47,-4.22,03,LA,drought
2001,2.08,2.33,03,LA,drought
2002,-.51,-0.26,03,LA,drought
2003,-.64,-0.39,03,LA,drought
2004,-.91,-0.66,03,LA,drought
2005,-.64,-0.39,03,LA,drought
2006,-3.29,-3.04,03,LA,drought
2007,-1.9,-1.65,03,LA,drought
2008,-1.04,-0.79,03,LA,drought
2009,-1.07,-0.82,03,LA,drought
2010,-.63,-0.38,03,LA,drought
2011,-4.01,-3.76,03,LA,drought
2012,-2.08,-1.83,03,LA,drought
2013,-.91,-0.66,03,LA,drought
2014,.23,0.48,03,LA,drought
2015,.19,0.44,03,LA,drought
2016,2,2.25,03,LA,drought
1895,-.76,-0.57,04,LA,drought
1896,-.38,-0.19,04,LA,drought
1897,-2.19,-2.00,04,LA,drought
1898,-1.94,-1.75,04,LA,drought
1899,-1.05,-0.86,04,LA,drought
1900,1.92,2.11,04,LA,drought
1901,-1.01,-0.82,04,LA,drought
1902,-2.69,-2.50,04,LA,drought
1903,-.82,-0.63,04,LA,drought
1904,-3.7,-3.51,04,LA,drought
1905,2.33,2.52,04,LA,drought
1906,-.74,-0.55,04,LA,drought
1907,.39,0.58,04,LA,drought
1908,-1.65,-1.46,04,LA,drought
1909,-1.95,-1.76,04,LA,drought
1910,-3.06,-2.87,04,LA,drought
1911,-2.43,-2.24,04,LA,drought
1912,2.63,2.82,04,LA,drought
1913,1.55,1.74,04,LA,drought
1914,-.45,-0.26,04,LA,drought
1915,-1.04,-0.85,04,LA,drought
1916,-2.87,-2.68,04,LA,drought
1917,-1.57,-1.38,04,LA,drought
1918,-4.22,-4.03,04,LA,drought
1919,1.44,1.63,04,LA,drought
1920,1.63,1.82,04,LA,drought
1921,-.62,-0.43,04,LA,drought
1922,1.44,1.63,04,LA,drought
1923,1.4,1.59,04,LA,drought
1924,-.33,-0.14,04,LA,drought
1925,-5.42,-5.23,04,LA,drought
1926,2.57,2.76,04,LA,drought
1927,.81,1.00,04,LA,drought
1928,.78,0.97,04,LA,drought
1929,-.43,-0.24,04,LA,drought
1930,-1.62,-1.43,04,LA,drought
1931,-1.25,-1.06,04,LA,drought
1932,-.82,-0.63,04,LA,drought
1933,1.59,1.78,04,LA,drought
1934,-1.22,-1.03,04,LA,drought
1935,.46,0.65,04,LA,drought
1936,-1.92,-1.73,04,LA,drought
1937,-2.06,-1.87,04,LA,drought
1938,.68,0.87,04,LA,drought
1939,-1.82,-1.63,04,LA,drought
1940,1.19,1.38,04,LA,drought
1941,1.94,2.13,04,LA,drought
1942,1.54,1.73,04,LA,drought
1943,-1.55,-1.36,04,LA,drought
1944,1.24,1.43,04,LA,drought
1945,.93,1.12,04,LA,drought
1946,2.05,2.24,04,LA,drought
1947,3.3,3.49,04,LA,drought
1948,-.36,-0.17,04,LA,drought
1949,2.17,2.36,04,LA,drought
1950,.81,1.00,04,LA,drought
1951,-.99,-0.80,04,LA,drought
1952,-1.68,-1.49,04,LA,drought
1953,1.11,1.30,04,LA,drought
1954,-2.94,-2.75,04,LA,drought
1955,.35,0.54,04,LA,drought
1956,-1.06,-0.87,04,LA,drought
1957,1.27,1.46,04,LA,drought
1958,1.89,2.08,04,LA,drought
1959,.33,0.52,04,LA,drought
1960,-.94,-0.75,04,LA,drought
1961,1.51,1.70,04,LA,drought
1962,-1.18,-0.99,04,LA,drought
1963,-4.17,-3.98,04,LA,drought
1964,-1.64,-1.45,04,LA,drought
1965,-1.93,-1.74,04,LA,drought
1966,-.18,0.01,04,LA,drought
1967,-2.15,-1.96,04,LA,drought
1968,.44,0.63,04,LA,drought
1969,1.05,1.24,04,LA,drought
1970,-2.6,-2.41,04,LA,drought
1971,-2.22,-2.03,04,LA,drought
1972,-.96,-0.77,04,LA,drought
1973,3.23,3.42,04,LA,drought
1974,3.11,3.30,04,LA,drought
1975,2.2,2.39,04,LA,drought
1976,-1.97,-1.78,04,LA,drought
1977,.6,0.79,04,LA,drought
1978,-1.48,-1.29,04,LA,drought
1979,2.86,3.05,04,LA,drought
1980,3.7,3.89,04,LA,drought
1981,-3.78,-3.59,04,LA,drought
1982,-2.13,-1.94,04,LA,drought
1983,3.74,3.93,04,LA,drought
