year,value,anomaly,month,state,type
1895,1.13,1.15,01,NC,drought
1896,-2.14,-2.12,01,NC,drought
1897,-1.01,-0.99,01,NC,drought
1898,-2.28,-2.26,01,NC,drought
1899,1.52,1.54,01,NC,drought
1900,-1.04,-1.02,01,NC,drought
1901,-2.18,-2.16,01,NC,drought
1902,3.66,3.68,01,NC,drought
1903,.08,0.10,01,NC,drought
1904,-1.51,-1.49,01,NC,drought
1905,.36,0.38,01,NC,drought
1906,1.77,1.79,01,NC,drought
1907,-1.68,-1.66,01,NC,drought
1908,2.19,2.21,01,NC,drought
1909,2.3,2.32,01,NC,drought
1910,-1.41,-1.39,01,NC,drought
1911,-.83,-0.81,01,NC,drought
1912,.5,0.52,01,NC,drought
1913,-1.83,-1.81,01,NC,drought
1914,-.65,-0.63,01,NC,drought
1915,2.07,2.09,01,NC,drought
1916,-.6,-0.58,01,NC,drought
1917,-.84,-0.82,01,NC,drought
1918,-.42,-0.40,01,NC,drought
1919,1.13,1.15,01,NC,drought
1920,-2.75,-2.73,01,NC,drought
1921,2.38,2.40,01,NC,drought
1922,.36,0.38,01,NC,drought
1923,.41,0.43,01,NC,drought
1924,.29,0.31,01,NC,drought
1925,1.26,1.28,01,NC,drought
1926,-3.09,-3.07,01,NC,drought
1927,-4.49,-4.47,01,NC,drought
1928,-.92,-0.90,01,NC,drought
1929,2.44,2.46,01,NC,drought
1930,-.13,-0.11,01,NC,drought
1931,-3.31,-3.29,01,NC,drought
1932,-2.47,-2.45,01,NC,drought
1933,-.54,-0.52,01,NC,drought
1934,-5.13,-5.11,01,NC,drought
1935,-.23,-0.21,01,NC,drought
1936,1.66,1.68,01,NC,drought
1937,2.59,2.61,01,NC,drought
1938,-.73,-0.71,01,NC,drought
1939,.71,0.73,01,NC,drought
1940,-1.96,-1.94,01,NC,drought
1941,-2.07,-2.05,01,NC,drought
1942,-4.13,-4.11,01,NC,drought
1943,1.47,1.49,01,NC,drought
1944,0,0.02,01,NC,drought
1945,-1.46,-1.44,01,NC,drought
1946,3,3.02,01,NC,drought
1947,-.11,-0.09,01,NC,drought
1948,2.06,2.08,01,NC,drought
1949,-.66,-0.64,01,NC,drought
1950,-1.2,-1.18,01,NC,drought
1951,-1.36,-1.34,01,NC,drought
1952,-2.19,-2.17,01,NC,drought
1953,-1.18,-1.16,01,NC,drought
1954,-1.23,-1.21,01,NC,drought
1955,-3.6,-3.58,01,NC,drought
1956,-1.63,-1.61,01,NC,drought
1957,-.89,-0.87,01,NC,drought
1958,2.41,2.43,01,NC,drought
1959,-.66,-0.64,01,NC,drought
1960,2.21,2.23,01,NC,drought
1961,-1.16,-1.14,01,NC,drought
1962,1.34,1.36,01,NC,drought
1963,1.39,1.41,01,NC,drought
1964,1,1.02,01,NC,drought
1965,1.45,1.47,01,NC,drought
1966,.66,0.68,01,NC,drought
1967,-.64,-0.62,01,NC,drought
1968,2.2,2.22,01,NC,drought
1969,-.51,-0.49,01,NC,drought
1970,-.48,-0.46,01,NC,drought
1971,.23,0.25,01,NC,drought
1972,1.75,1.77,01,NC,drought
1973,2.48,2.50,01,NC,drought
1974,.94,0.96,01,NC,drought
1975,2.06,2.08,01,NC,drought
1976,.02,0.04,01,NC,drought
1977,-.19,-0.17,01,NC,drought
1978,2.9,2.92,01,NC,drought
1979,1.02,1.04,01,NC,drought
1980,-.37,-0.35,01,NC,drought
1981,-3.08,-3.06,01,NC,drought
1982,1.34,1.36,01,NC,drought
1983,.85,0.87,01,NC,drought
1984,1.31,1.33,01,NC,drought
1985,-1.72,-1.70,01,NC,drought
1986,-1.5,-1.48,01,NC,drought
1987,1.39,1.41,01,NC,drought
1988,-1.98,-1.96,01,NC,drought
1989,-2.83,-2.81,01,NC,drought
1990,3.14,3.16,01,NC,drought
1991,1.04,1.06,01,NC,drought
1992,-1.37,-1.35,01,NC,drought
1993,2.62,2.64,01,NC,drought
1994,.58,0.60,01,NC,drought
1995,.69,0.71,01,NC,drought
1996,2.13,2.15,01,NC,drought
1997,2.78,2.80,01,NC,drought
1998,1.81,1.83,01,NC,drought
1999,-1.93,-1.91,01,NC,drought
2000,-.39,-0.37,01,NC,drought
2001,-1.83,-1.81,01,NC,drought
2002,-3.08,-3.06,01,NC,drought
2003,.61,0.63,01,NC,drought
2004,-.84,-0.82,01,NC,drought
2005,-.84,-0.82,01,NC,drought
2006,-.36,-0.34,01,NC,drought
2007,-.32,-0.30,01,NC,drought
2008,-5.66,-5.64,01,NC,drought
2009,-2.61,-2.59,01,NC,drought
2010,2.91,2.93,01,NC,drought
2011,-2.55,-2.53,01,NC,drought
2012,-2.25,-2.23,01,NC,drought
2013,.45,0.47,01,NC,drought
2014,2.07,2.09,01,NC,drought
2015,.71,0.73,01,NC,drought
2016,2.83,2.85,01,NC,drought
1895,.6,0.61,02,NC,drought
1896,-1.33,-1.32,02,NC,drought
1897,.74,0.75,02,NC,drought
1898,-3.11,-3.10,02,NC,drought
1899,3.04,3.05,02,NC,drought
1900,.77,0.78,02,NC,drought
1901,-2.53,-2.52,02,NC,drought
1902,4.33,4.34,02,NC,drought
1903,1.15,1.16,02,NC,drought
1904,-1.18,-1.17,02,NC,drought
1905,1.2,1.21,02,NC,drought
1906,1.5,1.51,02,NC,drought
1907,-1.5,-1.49,02,NC,drought
1908,2.48,2.49,02,NC,drought
1909,2.09,2.10,02,NC,drought
1910,-1.03,-1.02,02,NC,drought
1911,-1.5,-1.49,02,NC,drought
1912,.68,0.69,02,NC,drought
1913,-1.83,-1.82,02,NC,drought
1914,-.24,-0.23,02,NC,drought
1915,-.21,-0.20,02,NC,drought
1916,-.43,-0.42,02,NC,drought
1917,-.95,-0.94,02,NC,drought
1918,-1.4,-1.39,02,NC,drought
1919,1.07,1.08,02,NC,drought
1920,.46,0.47,02,NC,drought
1921,2.28,2.29,02,NC,drought
1922,1.08,1.09,02,NC,drought
1923,.25,0.26,02,NC,drought
1924,.6,0.61,02,NC,drought
1925,-.83,-0.82,02,NC,drought
1926,-2.71,-2.70,02,NC,drought
1927,-4.16,-4.15,02,NC,drought
1928,-.76,-0.75,02,NC,drought
1929,3.23,3.24,02,NC,drought
1930,-1.18,-1.17,02,NC,drought
1931,-3.83,-3.82,02,NC,drought
1932,-2.72,-2.71,02,NC,drought
1933,-.37,-0.36,02,NC,drought
1934,-4.69,-4.68,02,NC,drought
1935,-.62,-0.61,02,NC,drought
1936,1.93,1.94,02,NC,drought
1937,2.41,2.42,02,NC,drought
1938,-1.74,-1.73,02,NC,drought
1939,1.94,1.95,02,NC,drought
1940,-1.9,-1.89,02,NC,drought
1941,-2.47,-2.46,02,NC,drought
1942,-3.8,-3.79,02,NC,drought
1943,-.79,-0.78,02,NC,drought
1944,.89,0.90,02,NC,drought
1945,-.91,-0.90,02,NC,drought
1946,2.61,2.62,02,NC,drought
1947,-1,-0.99,02,NC,drought
1948,2.26,2.27,02,NC,drought
1949,-.81,-0.80,02,NC,drought
1950,-1.9,-1.89,02,NC,drought
1951,-1.9,-1.89,02,NC,drought
1952,-1.79,-1.78,02,NC,drought
1953,-.62,-0.61,02,NC,drought
1954,-1.84,-1.83,02,NC,drought
1955,-3.38,-3.37,02,NC,drought
1956,.7,0.71,02,NC,drought
1957,-.44,-0.43,02,NC,drought
1958,2.34,2.35,02,NC,drought
1959,-.68,-0.67,02,NC,drought
